gene1,gene2,similarity_score
ITGA4,LPP,31.47652071023561
MAPK3,MCL1,31.47511311895291
CACNA2D3,CD74,31.466173820981943
CACNA2D3,OSM,31.466173820981943
PLCD1,ATG7,31.466173820981943
PLCD1,CD74,31.466173820981943
PLCD1,OSM,31.466173820981943
ATG7,CD74,31.466173820981943
ATG7,OSM,31.466173820981943
CDO1,ID4,31.4494350065257
COL11A2,BID,31.433358671074217
PARP1,BIRC2,31.340313952653375
VEGFA,PECAM1,31.306653163329386
FAS,CALM2,31.29353484460882
DDIT3,ERN1,31.261916810094203
ZEB1,NT5E,31.20517448614717
BIRC5,BCL2L1,31.19699751924378
TNFRSF10A,CALM2,31.164400729775622
PRDM2,PRKCE,31.16278891073249
ANXA5,ABL1,31.15276538269244
VIM,LDHB,31.152100596129934
PARP1,ABL1,31.146686017734783
UCHL1,PTTG1,31.137069432642203
UCHL1,EFNB2,31.137069432642203
UCHL1,IRX3,31.137069432642203
TNFSF10,CDK2,31.019666547548006
FASLG,TNFRSF10B,30.99519546212951
MAPK1,STAT3,30.990387434978015
TIMP3,HOXA1,30.98771196785409
CYP7A1,NR0B2,30.981731488661392
SNAI1,NT5E,30.917326185643095
CDKN1B,COPS5,30.89451269089429
CD28,TNFRSF9,30.852053458400512
BRCA2,BRCA1,30.848668217806885
PCNA,COL11A2,30.83078853904176
CASP3,CASP7,30.78750859139131
LIF,OSM,30.742422988434782
MAPK3,PIK3CD,30.68101569771732
HOXA11,HLTF,30.640375312915527
HOXA2,FLNC,30.640375312915527
HOXA2,HLTF,30.640375312915527
HOXA5,FLNC,30.640375312915527
HOXA5,HLTF,30.640375312915527
HOXB4,HLTF,30.640375312915527
ANXA5,BECN1,30.639444333529216
ITK,FERMT2,30.62584817733654
FASLG,RELA,30.617847954791856
RELA,BIRC2,30.580539529419184
LGALS1,SYK,30.577918790088077
PDPN,S100A1,30.564249776765326
MAPK3,STAT3,30.5617167085234
MST1,STK4,30.531771868311424
S1PR2,KDM1A,30.488707645457385
XIAP,BAK1,30.45557436431558
BCL2L1,XIAP,30.4466890033599
JAG1,HEY1,30.42074220401634
JAG1,HEY2,30.42074220401634
S100A4,ZEB1,30.41131448056349
STAT3,BCL2L1,30.407594870028927
MCL1,PDGFRB,30.33526772469168
MCL1,CALM2,30.327733927491487
HLA-B,HLA-C,30.305687509233945
TIMP3,CDKN1C,30.2774390486006
AKT1,FASLG,30.245326357029192
VIM,ANXA8,30.240813874736595
SFRP1,SOX17,30.203608169808035
BCL2,BTC,30.20301059362998
SFRP1,NPTX2,30.155489456652106
MMP2,ITK,30.144160622124993
ITK,PDPK1,30.117377452284373
ITK,JUNB,30.117377452284373
CDH17,SMAD2,30.091597206859593
BECN1,SQSTM1,30.089577078484655
HSPB1,RAPH1,30.06620740928429
CDH2,EAF2,30.020952512787886
MAPK1,BCL2L1,30.020935275163176
ITK,FOXO4,30.01507871481425
CLDN18,CLDN4,30.009321091716178
SNAI1,SMAD7,29.9742924773713
TLR4,LY96,29.94404340363085
CDKN1A,COL11A2,29.911773291224826
CYP2A6,GSTO2,29.905121394021748
TMEFF2,PTPN6,29.8656756937678
UHRF1,PML,29.865306215845937
TCFL5,CASP8,29.839186825130167
CDH2,SMAD2,29.829690589293403
IL5,LBP,29.807592360966044
BCL2,ROCK1,29.80717906020618
SPARC,SPOCK1,29.759266022136405
CDKN1B,CDK1,29.741507829083975
EPHB2,CASP9,29.734024919157903
IGF2BP3,AXIN2,29.73001816927577
IGF2BP3,DKK3,29.73001816927577
ANXA5,IL32,29.67838310778711
VIM,NT5E,29.66712348138962
ABCC6,ABCC11,29.666702225406766
MAPK1,TNFSF10,29.66600151065206
TP73,CDO1,29.578605789628128
DAPK1,TP73,29.551930094331954
GSTP1,DDR2,29.5357552739503
DNTT,IGF1R,29.534160025275835
DLD,KLF2,29.472280919364454
BAX,ROCK1,29.454573137323724
PLOD2,AMBRA1,29.44267371400514
PLOD2,FGF1,29.44267371400514
SMAD7,FOXC2,29.44267371400514
CDKN1C,CDH13,29.426613868816833
MAP2K7,PARP1,29.411273300484563
ANXA5,TIMP2,29.410211343587584
CASP3,MAPK8,29.391946809018012
TCFL5,FASLG,29.386121262434045
AKT1,IGF1,29.37186882330343
CASP8,BIRC3,29.320829866004495
FASLG,CFLAR,29.316358212498727
CASP3,IL32,29.312018670485013
MAPK1,COL11A2,29.26040297104362
CD27,LTA,29.250077882133304
IL5,TCEA1,29.230887892510466
IL5,IL7,29.230887892510466
IL5,IL9,29.230887892510466
ALK,CR2,29.206712470610398
H2AFX,RAD51AP1,29.202236619671577
PLCD1,ATF3,29.191728733117344
PLCD1,SAV1,29.191728733117344
RCOR3,ATG7,29.191728733117344
ATF3,ATG7,29.191728733117344
ATG7,SAV1,29.191728733117344
KIF20A,TTK,29.178330691666265
NUF2,TTK,29.178330691666265
ITK,IRS2,29.163767656541047
TXN,G6PD,29.163424109003643
PTER,NF2,29.15495111126299
SORL1,TCEA1,29.14016055204297
SORL1,CA12,29.14016055204297
SORL1,IL7,29.14016055204297
SORL1,IL9,29.14016055204297
SORL1,MPO,29.14016055204297
TCEA1,CA12,29.14016055204297
TCEA1,MPO,29.14016055204297
CA12,IL7,29.14016055204297
CA12,MPO,29.14016055204297
IL7,MPO,29.14016055204297
IL9,MPO,29.14016055204297
LBP,MPO,29.14016055204297
GRIN2B,PITX2,29.119685550289276
NEUROG1,ZNF331,29.081995922466184
NEUROG1,SHOX2,29.081995922466184
HOXA1,NPTX2,29.05186512660498
CUL4A,RPS27,29.01519272154652
BCL2,CCNB1,29.007291777104474
CDK1,SOCS1,29.00636779986303
EDN1,PIK3R1,28.991059607194767
FASLG,CDK4,28.982917758972423
PRKAR1A,PDLIM5,28.88590647089589
PRKAR1A,TUBB,28.88590647089589
PTGES,PLA2G4A,28.881578013047843
LDHB,VDAC1,28.8552583707889
LDHB,GPX1,28.8552583707889
LDHB,MAL2,28.8552583707889
NOTCH3,PTGER4,28.833036580736866
NOTCH3,CDH5,28.833036580736866
RELA,BIRC3,28.831242302687482
CASP3,TIMP2,28.80502984817686
TYMP,CD276,28.79497090690506
TNFRSF10B,CALM2,28.75571901566571
BAX,IL31RA,28.741613463088807
SPAG5,DFFA,28.71150941643461
NEUROG1,ARID4A,28.68585682288748
NEUROG1,APBA2,28.68585682288748
NEUROG1,HIC1,28.68585682288748
NEUROG1,RARB,28.68585682288748
NEUROG1,SNCA,28.68585682288748
BCL2L1,CALM2,28.671700623066716
MAPK3,CASP9,28.663237586712636
CD151,MEN1,28.64968451960006
MLH1,UCHL1,28.64197654682631
ANXA5,ROCK1,28.637114016204436
FASLG,NFKB1,28.637071452752505
ESR1,ZSCAN18,28.62949651164689
ESR1,DCLK1,28.62949651164689
TWSG1,ZMYND10,28.560544968944352
TWSG1,SEMA3B,28.560544968944352
MTOR,MCL1,28.553926872722382
SNAI1,LDHB,28.551244473529618
SPAG5,IL33,28.526485222246624
CDK2,RELA,28.5221805350939
VIM,SMAD7,28.470360039625444
CYP27A1,CYP24A1,28.456585663422842
IGF1,IGF2,28.45650279035997
ITK,SEC23A,28.45505331640578
CYP1A2,EIF3A,28.415507205926858
EPHB2,FASLG,28.383101336748332
BAK1,CDC25A,28.370149252788764
NUAK1,LCK,28.336308814240105
SYNE2,LCK,28.336308814240105
ANXA5,LAMP1,28.309006750929775
E2F1,UHRF1,28.295432875584464
CASP3,BECN1,28.271340915017007
AKT1,MYC,28.25595168940006
BCL2L1,CDC25A,28.23657210429373
SLC22A1,SLC15A1,28.228558963941275
PRKCG,NOX1,28.2143067917328
VIM,MMP9,28.213010059134028
AKT1,MAP2K7,28.194407759647383
CFLAR,BAK1,28.18833987110082
HMOX1,AIFM1,28.148389560442013
KIF18A,FAT1,28.1387235153899
BCL2L1,HMOX1,28.134019463192406
SKP2,CKS1B,28.127050702002155
DCLK1,ITGA4,28.119444929736094
BAX,ABL1,28.109840115641383
NF2,PKD1,28.09216845060166
NCL,PLAC8,28.057026001593094
SRR,PLAC8,28.057026001593094
COL11A2,BIRC3,28.051173473014597
EPHB2,MTOR,28.049345074448148
MGMT,DCLK1,28.045284329526346
MGMT,HOXA1,28.045284329526346
MGMT,CHFR,28.045284329526346
MAPK1,MCL1,28.039721668438016
COL11A2,DDIT3,28.036194131905706
PMS1,HOXD9,28.028463147109424
CDK2,NFKB1,27.996717739750334
MTOR,PARP1,27.952837560500047
FASLG,XIAP,27.952379926344356
ADRA2A,PLCE1,27.951181826432972
GSTP1,CDO1,27.94849234495016
MLH1,TNFRSF10C,27.943109671175897
MLH1,FBN1,27.943109671175897
CDKN2A,DAPK1,27.925352190045285
IMP3,AXIN2,27.92162775459018
CCL2,CCR2,27.886878357141054
FGFR2,FGFR1,27.877947543132493
IGF1,CASP8,27.87134825222411
COL11A2,CALM1,27.855066516766108
BIRC5,CASP9,27.840176879444698
CASP9,HLA-DRB4,27.821664052297514
DAPK1,UCHL1,27.809992594343765
ZEB1,ANXA8,27.802714375157258
IFI27,CASP9,27.730183377253972
GSK3B,AXIN1,27.726441767150174
CDKN2A,SFRP1,27.709648091372244
XRCC1,APEX1,27.702748830872235
SPEN,DAB2IP,27.68875390779964
SPEN,WWP2,27.68875390779964
TNFRSF10B,NFKB1,27.667795884158842
PRDM2,MECP2,27.646186419283943
PRDM2,MBD1,27.646186419283943
RIPK1,DMBT1,27.637929132803226
TRIM37,TGFA,27.606340466560482
PRKCA,PDE5A,27.604314659977522
PRKCA,SMPD1,27.604314659977522
OGG1,MUTYH,27.572398258014065
TGFBI,IGFBP1,27.544141936769723
TGFBI,CHST4,27.544141936769723
ITK,SPARC,27.538722729193903
BCL2L1,BID,27.513274324350512
TIMP3,TNFRSF10C,27.496704009401498
TIMP3,FBN1,27.496704009401498
NEUROG1,CCND2,27.437131823394957
DLC1,OPCML,27.392440303044737
PARP1,DDIT3,27.387869719220618
TP73,DICER1,27.386855268953365
MUC2,MUC5AC,27.38440181286738
MAPK1,PARP1,27.37966211842977
TP73,CDH13,27.34439968798446
FHIT,RASSF1,27.307785946629828
ENPP2,TRIM33,27.298324075583306
ENPP2,ENPP1,27.298324075583306
CXCR4,SNAI2,27.294663961604947
CDK4,BAK1,27.267003025352057
CASP9,CALM1,27.252482293993552
NT5E,SEC23A,27.251619756379128
CXCR4,CXCL12,27.251106744788075
KRT7,COL11A2,27.24487952608214
GGH,UBE2C,27.24072180623804
KRAS,TNFSF10,27.222166967798312
AKT1,MMP9,27.212757472794987
E2F1,UHRF1BP1,27.21111364349599
BAX,CKS2,27.20335687319282
REG3A,REG1B,27.182077429740982
SLAMF7,MECP2,27.173596884907287
MECP2,APAF1,27.173596884907287
MECP2,SPRN,27.173596884907287
APAF1,MBD1,27.173596884907287
UCHL1,TMEFF2,27.169745730530334
MGMT,MSH6,27.125412955261726
PDIA3,HSF1,27.09756468633005
VIM,CXCR4,27.091576078688465
CALM2,LAMP1,27.062543558761774
AANAT,ASMT,27.033332363519136
CCL20,CXCL10,27.005411475130728
S100A10,PKD1,27.005264994739633
PLA2G4A,PTGER4,26.999866601064973
PLA2G4A,CDH5,26.999866601064973
PRPF31,ELK1,26.993912721317486
CD14,MYD88,26.9838463129211
VEGFA,MVD,26.973859131459854
MAP2K7,TNFSF10,26.94839133556455
BAX,CDK6,26.94747784495969
BAX,AFAP1,26.89892815770466
RBP1,RPP14,26.892199979165756
PIK3CD,TNFSF10,26.89081072494713
TWIST1,AFAP1,26.86818168257866
EPHB2,BCL2L1,26.85738012709411
RASSF1,CDKN2B,26.850329266250537
HEXA,GJA1,26.849184468055995
HEXA,GJB1,26.849184468055995
RBP1,CACNA1G,26.845796805272638
RBP1,SNCA,26.845796805272638
RBP1,MAL,26.845796805272638
NFKB1,CDC25A,26.809916410143632
DAPK1,TNFRSF10C,26.797474509208026
DAPK1,FBN1,26.797474509208026
CDO1,SMYD3,26.793421148378364
ZEB1,SMAD2,26.776585150691197
HSP90AA1,NTF4,26.76320191406263
BAK1,IGF1R,26.733949184322334
GSTM1,CYP2E1,26.728668353939945
TWIST1,ZEB2,26.725809216229912
SNAI1,SMAD2,26.717651211583096
CASP8,ATF4,26.711860479431998
CASP8,ATF6,26.711860479431998
CASP8,XBP1,26.711860479431998
BAX,COPS5,26.71134775845065
DPEP2,OPCML,26.690476101203497
CASP8,FADD,26.663152203744115
BCL2,COPS5,26.623604806834635
DICER1,SNRPF,26.58872189331296
DICER1,HBE1,26.58872189331296
CDO1,SAT2,26.576482364979245
YES1,MFAP5,26.571920924943615
ANXA5,CDK6,26.5478575061232
EPHA2,PTK2B,26.5439960595849
UBE2C,AMACR,26.52535213462793
BAX,GAB1,26.507188048472152
MAPK1,MTOR,26.499057631477072
RASSF1,DLC1,26.49247559781457
SOX9,NOTCH2,26.47064793011579
AURKA,AURKB,26.430292070877666
DICER1,CCND2,26.420078244488504
ANXA5,UHRF1,26.363328829406026
DCLK1,TNFRSF10D,26.315924854313636
DCLK1,RASSF5,26.315924854313636
DCLK1,PTPN6,26.315924854313636
CLDN18,CLDN2,26.302683401394596
MCC,PHF14,26.298112761698395
ITK,EGF,26.259014252941373
EPHB2,MAP2K7,26.256558014107185
BCL2,GAB1,26.233999346206318
CDKN2B,TNFRSF10D,26.227419987179488
CDKN2B,RASSF5,26.227419987179488
CDKN2B,PTPN6,26.227419987179488
BECN1,HMOX1,26.22709153031581
CD4,FASLG,26.210678698856547
CXCR4,ZEB1,26.207742189273702
ITK,HIF1A,26.204823445688252
VEGFA,FLT1,26.18397949467076
TXN,TKT,26.175083422914046
KRT17,BNIP3,26.172654719841827
EGR3,CRY1,26.15232313687366
EGR3,CRY2,26.15232313687366
EGR3,PER2,26.15232313687366
RELA,HLA-DRB4,26.13870793542882
EDN1,ACTA2,26.13801241910096
MAPK14,MAPK8,26.11850797761125
ESR1,HOXA1,26.116768483602367
ANXA5,CKS2,26.113799323640933
PARP1,IL31RA,26.08372385809715
MAPK1,MAP2K7,26.078281923830303
SLC14A2,APAF1,26.076137669746483
CASP3,ROCK1,26.074174513734388
MTOR,MAPK3,26.065429315963325
WNT3,WNT7B,26.049791692876404
SLC14A2,PRDM2,26.049092064886807
BCL2,AFAP1,26.04864683462361
CASP3,FADD,26.045389568185065
SHC2,EZR,26.041385127794292
SUCLG1,LCK,26.0341027310684
SCTR,LCK,26.0341027310684
TXN,TXNRD1,26.028085083804758
SLC10A1,COL1A2,25.98102536789195
CEACAM5,ALAD,25.978750785452064
IDO1,IRF1,25.95514081444289
ITK,CCL18,25.952679482346543
BRCA2,FLT4,25.935721742427706
BCL2,IL31RA,25.933865421308475
FAS,TNFRSF10A,25.906162126884105
SFRP1,ID4,25.898272646055304
IL1RN,CD9,25.86515245137902
HOXA1,ITGA4,25.85853004216179
ESR1,ZNF331,25.85046938996304
ESR1,SHOX2,25.85046938996304
BAX,BTC,25.84725696359895
BAK1,PHLPP1,25.842559031197865
DAPK1,MBD2,25.829073419204597
CASP9,MKI67,25.813786763114965
UCHL1,CCND2,25.793654881571317
BSG,GDI2,25.78076892623024
BSG,WDR1,25.78076892623024
BSG,TRO,25.78076892623024
TNFSF10,DDIT3,25.779945670117172
FASLG,IGF1,25.775164034065355
CCNE1,KLHL21,25.773940324415882
UPRT,MT3,25.759576640501116
DPYD,TYMS,25.74712545805739
BAX,TP73,25.693869332562908
ANXA5,GAB1,25.693523816571606
CDH2,FERMT2,25.67447419573099
PLA2G4A,PTGER1,25.673188342005574
HSPB1,TGFA,25.665522974675955
CASP3,CCNB1,25.663046376670753
CASP9,ABL1,25.652482759554367
CASP3,GAB1,25.62007350472209
TYMP,MVD,25.604771663001788
TWSG1,BMP4,25.60187389798124
MAPK14,CDK20,25.58913094800967
PTHLH,CD27,25.563492074868275
BAX,MAPK8,25.532332709308523
MNX1,WNT1,25.52884319569042
SPAG5,KRT10,25.51136943956517
AHR,ACTG2,25.509899142170244
CDKN2B,DICER1,25.507585203377513
MCL1,MKI67,25.507538801509803
TRIT1,ALK,25.5000922324721
ANXA5,FADD,25.468734551558537
RUNX3,CDKN2B,25.46539883248023
UCHL1,DCLK1,25.464444333107753
VIM,EAF2,25.463823826248532
CDH2,NEK8,25.460299861215827
MAPK3,RELA,25.447624233722543
NT5E,CUL4B,25.420915111439633
CASP8,MKI67,25.41636319466681
CD55,SORL1,25.410085821268805
CD55,CA12,25.410085821268805
CD55,IL7,25.410085821268805
CD55,IL9,25.410085821268805
CD55,MPO,25.410085821268805
ANXA5,COPS5,25.408520163428157
ZSCAN18,MBD2,25.40256028923205
NFKB1,BID,25.361121553236583
MAPK1,PIK3CD,25.328594032936437
ERRFI1,CACNA2D3,25.3132190240346
ERRFI1,PLCD1,25.3132190240346
ERRFI1,ATG7,25.3132190240346
EPHB2,STAT3,25.294713791037257
PMS1,EED,25.27651977749552
CD28,CD27,25.27512292983944
XRCC1,CHD1L,25.272004146761304
CDAN1,AHR,25.26004371732832
TNFRSF10B,FAS,25.258357680494967
TNFRSF1A,CLEC4D,25.253752572060208
HSPD1,HSF1,25.222335323124458
RUNX3,CDH1,25.20987386954109
FASLG,CDK2,25.1841194789659
RASSF1,CCND2,25.166886787078333
KRAS,PARP1,25.15392931796136
NR0B2,TNFRSF10D,25.150799116420913
NR0B2,RASSF5,25.150799116420913
NR0B2,PTPN6,25.150799116420913
ESR1,SNRPF,25.144754705546656
ESR1,TPD52,25.144754705546656
ESR1,HBE1,25.144754705546656
ESR1,LPP,25.144754705546656
CTNNB1,SNAI1,25.141576292560426
CYP2A6,CRY1,25.139377243630907
CYP2A6,CRY2,25.139377243630907
CYP2A6,PER2,25.139377243630907
NT5E,WASF3,25.1241817591423
EGR3,AMH,25.117324060474914
ANXA5,HSF1,25.08738815192947
PTGES3,FOXA2,25.087055001612082
FOXA2,PKD1,25.087055001612082
FASLG,TNFRSF10A,25.080866989908515
ZEB2,WASF3,25.080747042338217
BCL2,TP73,25.05723899630123
TCFL5,EPHB2,25.04037621949785
FKBP2,NTRK3,25.026544121456062
NTRK3,NUAK1,25.026544121456062
NTRK3,PSIP1,25.026544121456062
NTRK3,SIRT7,25.026544121456062
NTRK3,SYNE2,25.026544121456062
NTRK3,LCK,25.026544121456062
NUAK1,PSIP1,25.026544121456062
PSIP1,SIRT7,25.026544121456062
PSIP1,SYNE2,25.026544121456062
PSIP1,LCK,25.026544121456062
OPCML,PTPN6,25.01706604931213
MCL1,BIRC3,24.977224475439026
PTPRE,TNFRSF8,24.974530999136082
PTPRE,CR2,24.974530999136082
PLOD2,LDHB,24.97283545039368
BCL2L1,MKI67,24.94512507678834
BIRC5,CASP8,24.929012371501077
CASP9,DDIT3,24.90910309291873
BAX,LAMP1,24.849716126591133
IL16,IL7,24.83244517223133
IL16,IL9,24.83244517223133
UCHL1,OPCML,24.822694979979907
CNTNAP1,IRS1,24.806047061638242
TGFBI,NT5E,24.76828168698727
ITK,FOXC2,24.746013733378415
MTOR,CASP9,24.74381549452915
PIK3CD,GAB1,24.74095227006774
ANXA8,CALB1,24.71481541543764
ANXA8,VDAC1,24.71481541543764
ANXA8,GPX1,24.71481541543764
ZEB2,PDPK1,24.69987826755295
ZEB2,JUNB,24.69987826755295
ZEB2,MSI2,24.69987826755295
ITK,RAC1,24.692428742035784
NUDT1,CDKN2D,24.688307910068264
STAT3,ITK,24.687351951996916
MGMT,TMEFF2,24.679000027298752
BTC,ANXA5,24.668002999791344
KRT19,ANXA5,24.66778688387277
EPHB2,CASP8,24.65318281020609
SERPINE1,PRKCE,24.651821739941926
VEGFA,CD34,24.64475248458357
BAX,UHRF1,24.621238189779586
NR0B2,RBP1,24.60866622263108
MAP2K7,MCL1,24.585138766493415
CDK2,CDC25A,24.552895693526473
KRT19,CASP3,24.534005550032578
CDK4,NFKB1,24.53060383057507
NOTCH2,NOTCH3,24.506376618399035
XPC,EPS8,24.500207711162194
TNF,TNFRSF1A,24.487485446579967
TLR4,CD14,24.477815189758214
SPAG5,CIB1,24.47771301451534
MMP2,SNAI1,24.43748921271131
CDAN1,NANOS1,24.432309148321377
CDAN1,RAD23B,24.432309148321377
CDAN1,XRCC3,24.432309148321377
CDAN1,CALCR,24.432309148321377
CDAN1,PDIA2,24.432309148321377
CDAN1,CCNH,24.432309148321377
CDAN1,CDC6,24.432309148321377
CDAN1,CCT2,24.432309148321377
CDAN1,FZD1,24.432309148321377
CDAN1,TNP1,24.432309148321377
CDAN1,TDG,24.432309148321377
IGF1,NFKB1,24.42942924710116
DES,AFAP1,24.424934839006983
NT5E,SHC2,24.407532492730745
BCL2,ABL1,24.401607923247724
MLH1,DLC1,24.399035663005794
AKT1,CDK2,24.38459757840976
PCNA,CASP9,24.37075492058943
CDK4,RELA,24.35449767937362
MTHFR,GSTT1,24.334437433728496
CASP8,CDC25A,24.332608841233874
BAK1,NUP62,24.30314449639926
TXN,DDR2,24.30036760865488
CDO1,PTTG1,24.294814172881185
TP73,TIMP3,24.291481571476965
MCC,PTPN1,24.278015806779138
MCC,GRB7,24.278015806779138
MCC,LYN,24.278015806779138
NFKB1,FAS,24.251691947675805
SLC14A2,PRKCE,24.247522347314764
MMP9,ITK,24.236116517853333
RUNX3,CCND2,24.22673432018919
ISL1,PTGER4,24.220127299697808
ISL1,CDH5,24.220127299697808
CASP3,ABL1,24.198212833262524
ITK,VDAC1,24.18971279844848
ITK,GPX1,24.18971279844848
MAPK13,ABCC11,24.170247716389568
BTC,CASP3,24.15640967174155
RUNX3,TIMP3,24.151404163479427
MAPK1,CDK20,24.132386605157844
NEUROG1,GRIN2B,24.107980642849807
NEUROG1,PITX2,24.107980642849807
CDH17,ANXA8,24.102175329817296
VIM,HIF1A,24.092064004079386
LASP1,CKAP4,24.056670929842046
HOXD9,ELK1,24.0534698154044
MMP9,MMP2,24.05247106841711
BAK1,SQSTM1,24.0447523594252
PDGFA,PDGFD,24.02737554891476
HSPA1A,RAPH1,24.02563299924706
TIMP1,GCLC,24.012162402906192
BCL2,CDK6,23.9993598748794
BCL2,DAPK1,23.996702446863008
MLH1,MBD2,23.99162471379452
PPIA,FKBP2,23.96774601989192
NUDT1,NTHL1,23.961293404739074
NUDT1,NEIL1,23.961293404739074
MCL1,DDIT3,23.94707291876314
ABCC4,ABCC11,23.941900315118712
TWIST1,PTGDR,23.941862785566006
KRAS,MCL1,23.93686194498701
RELA,XIAP,23.931700008203205
AGR2,CD80,23.924062558048057
AGR2,CD86,23.924062558048057
BNIP3,AMBRA1,23.89528384964636
FEZF2,TXN,23.877173294305734
DNTT,TP53BP1,23.8748416199696
IL5,MPO,23.85713118786466
LYVE1,TSG101,23.80913934521899
CDK4,TNFRSF10B,23.796065116829194
MTOR,BCL2L1,23.782389516356506
PRKAR1A,ACTB,23.776849175158706
CUL4A,SULT1E1,23.738834707876535
CUL4A,GDNF,23.738834707876535
CUL4A,RET,23.738834707876535
KRAS,COL11A2,23.7385853206622
MST1R,HRAS,23.73407035808634
IFI27,TNFSF10,23.638316109030338
PIK3CD,IGF1,23.6348367911871
CDH2,SPARC,23.62991358359766
MGMT,CDH13,23.617081540653764
EGF,ANXA8,23.612716467269845
MGMT,TIMP3,23.61174692184956
AHR,FOXA1,23.580287362509555
RASSF1,PRDM2,23.57475149985398
BAK1,CASP7,23.54880323565817
PIK3CD,PARP1,23.546050285508837
VEGFA,TYMP,23.543532334046972
NOTCH3,PTGES,23.540761235240105
HMOX1,G6PD,23.52448303753416
EGF,FOXO4,23.516866426484324
S100A10,NF2,23.483413443024048
CDH13,TPD52,23.46251406129215
CDH13,HBE1,23.46251406129215
CDH13,LPP,23.46251406129215
RASSF1,TP73,23.40266891715695
ANXA5,TP73,23.391649004918
TNFSF10,HLA-DRB4,23.383099009692724
FAS,CALM1,23.37919570414382
CYP7A1,MAT2A,23.338698564973893
CDK2,BAK1,23.32087752665824
FGFR2,CD274,23.312257137556283
CASP3,COPS5,23.307937307454782
S100A1,SLPI,23.298879504940796
S100A1,CR2,23.298879504940796
SPAG5,MCM2,23.27153949822484
BAX,DAPK1,23.264692468856232
CDKN2B,TIMP3,23.24776906496566
BCL2,NFE2L2,23.22730476755241
CYP7A1,MAFG,23.218837324566724
ITK,BMP7,23.20894451165603
CDH2,CXCR4,23.191587664685933
SOX4,PLOD2,23.186679360176758
IGF1,BAK1,23.18487253307385
CCND2,CHFR,23.173728724587612
MSH6,CHD1L,23.140632202837473
ANXA5,MAPK8,23.08501985375327
AKT1,CFLAR,23.079915316704575
CLDN18,OCLN,23.0697776590093
CTNNB1,CDH2,23.04987308693897
PARP1,HMOX1,23.049462987130667
PRKAR2B,SUCLG1,23.03760375870399
PRKAR2B,SCTR,23.03760375870399
MAP1LC3A,DNAJB9,23.035941119449834
BCL2L1,DDIT3,23.034258453797772
CASP3,CDK6,23.014628588583868
CYP2D6,PCSK6,23.014476951380818
WNT10B,NTRK3,22.991245034038702
WNT10B,PSIP1,22.991245034038702
WNT10B,SIRT7,22.991245034038702
WNT10B,LCK,22.991245034038702
NTRK3,KLF2,22.991245034038702
NTRK3,KLF6,22.991245034038702
NTRK3,MEN1,22.991245034038702
PSIP1,KLF2,22.991245034038702
PSIP1,KLF6,22.991245034038702
PSIP1,MEN1,22.991245034038702
SIRT7,KLF2,22.991245034038702
SIRT7,KLF6,22.991245034038702
SIRT7,MEN1,22.991245034038702
KLF2,LCK,22.991245034038702
KLF6,LCK,22.991245034038702
MEN1,LCK,22.991245034038702
TNFSF10,BID,22.98384085030697
STAT3,PARP1,22.96890060106807
BCL2,YAP1,22.96458553086031
ANXA5,EIF4E,22.95791860036972
CDH17,LDHB,22.956964854901347
BCL2,LAMP1,22.944619145965696
NDE1,SDC2,22.94137253128596
ABCC1,ABCG2,22.937067473635764
MAPK1,CASP9,22.924394945507007
SMAD7,PDPK1,22.914404513838072
SMAD7,JUNB,22.914404513838072
DLC1,DCLK1,22.895817021897912
NF1,MAP2K2,22.88132665564499
ANXA5,AFAP1,22.83467967154474
TCFL5,RELA,22.831715682930895
FGFR3,IL3,22.801974969748986
RNASEL,ARHGEF1,22.785354347138465
RNASEL,NFKBIL1,22.785354347138465
RNASEL,CXCL10,22.785354347138465
RNASEL,RB1CC1,22.785354347138465
RNASEL,MTA2,22.785354347138465
CCL20,ARHGEF1,22.785354347138465
CCL20,NFKBIL1,22.785354347138465
CCL20,RB1CC1,22.785354347138465
CCL20,MTA2,22.785354347138465
PTHLH,PTH,22.778813608403716
TWIST1,LDHB,22.763124950475568
STAT3,CASP9,22.759677478656904
ESR1,GRIN2B,22.759045993703474
ESR1,PITX2,22.759045993703474
CLDN18,CLDN7,22.758211384142083
CDH17,NT5E,22.74746319979448
PCNA,TNFSF10,22.72296900222065
MMP3,MMP1,22.721613389735946
NMT1,DYNC1H1,22.694881956536143
CASP8,PDGFRB,22.67377310544524
SMO,MITF,22.662962450343596
BCL2L1,GCLC,22.64290572491794
COL11A2,BIRC2,22.61251186854771
KITLG,CKS1B,22.60258920655134
CDKN2A,RUNX3,22.596953275453934
CDH17,SMAD7,22.589086343492568
DICER1,SHOX2,22.575653237124303
MMP9,CDH17,22.573992451832588
BAX,YAP1,22.57053455125378
PLOD2,CALB1,22.569593439997032
PLOD2,VDAC1,22.569593439997032
PLOD2,GPX1,22.569593439997032
RAF1,IRS1,22.567544699954855
AKT1,NFKB1,22.552717430391098
ALCAM,EPS8,22.534148461824834
ZEB1,NEK8,22.524910680801906
ITK,UCHL1,22.521213941829853
MTOR,STAT3,22.517175636549116
BAK1,TP53BP1,22.49778323275324
SERPINE1,SLAMF7,22.492129616510322
SERPINE1,APAF1,22.492129616510322
IFI27,MCL1,22.475031957461074
CASP8,HSPA5,22.457752603249737
TGFBR2,SGMS1,22.452623970885544
CALM1,LAMP1,22.443654644333854
OPCML,SEMA3B,22.439614811746623
